Triple Kick,fighting,PHYSICAL,1,STRENGTH,,DEXTERITY,BRAWL,Foe,Successive Actions. Add 1 Extra Dice to Damage Pool to the last kick performed. -1 Accuracy.
Vacuum Wave,fighting,SPECIAL,2,SPECIAL,,DEXTERITY,CHANNEL,Foe,Priority 1.
Vital Throw,fighting,PHYSICAL,2,STRENGTH,,DEXTERITY,BRAWL,Foe,Low Priority 1. Never Fail.
Wake-Up Slap,fighting,PHYSICAL,2,STRENGTH,,DEXTERITY,BRAWL,Foe,If the Foe is sleeping. Add 2 Extra Dice to the Damage Pool. The foe Wakes up afterwards.
Blast Burn,fire,SPECIAL,6,SPECIAL,,SPECIAL,CHANNEL,Foe,Lethal. Must Recharge. -1 Accuracy.
Blaze Kick,fire,PHYSICAL,3,STRENGTH,,DEXTERITY,BRAWL,Foe,High Critical. Roll 2 Chance Dice to Apply Burn 2 to the Foe. -1 Accuracy.
Blue Flare,fire,SPECIAL,6,SPECIAL,,SPECIAL,CHANNEL,Foe,Roll 2 Chance Dice to Apply Burn 3 to the foe. -2 Accuracy.
Burn Up,fire,SPECIAL,7,SPECIAL,,WILL,CHANNEL,Foe,Lethal. After Damage is dealt. the user is no longer considered a Fire-Type for the rest of the day (if its only type was Fire. it is now considered Typeless). Fire-type Moves won't add their Power to the Damage pool of this Pokémon for the rest of the day.
Ember,fire,SPECIAL,2,SPECIAL,,DEXTERITY,CHANNEL,Foe,Roll 1 Chance Dice to Burn the foe.
Eruption,fire,SPECIAL,6,SPECIAL,,SPECIAL,CHANNEL,All Foes,Lethal. Reduce 1 Dice from the Damage Pool for every missing HP the User has. Up to 5 dice may be removed this way.
Fiery Dance,fire,SPECIAL,3,SPECIAL,,DEXTERITY,PERFORM,Foe,Roll 5 Chance Dice to Increase the User's Special.
Fire Blast,fire,SPECIAL,5,SPECIAL,,SPECIAL,CHANNEL,Foe,Lethal. Roll 3 Chance Dice to apply Burn 3 to the foe. -2 Accuracy.
Fire Fang,fire,PHYSICAL,2,STRENGTH,,DEXTERITY,BRAWL,Foe,Roll 2 Chance to Flinch the Foe. Roll 2 Chance Dice to Burn the foe. -1 Accuracy.
Fire Lash,fire,PHYSICAL,3,STRENGTH,,DEXTERITY,BRAWL,Foe,Reduce Foe's Defense.
Fire Pledge,fire,SPECIAL,2,SPECIAL,,DEXTERITY,CHANNEL,Battlefield,All flammable plants and objects in the battlefield are covered in flames. Roll 1 Dice of Fire Damage at the end of every Round against everyone on the field.
Fire Punch,fire,PHYSICAL,3,STRENGTH,,DEXTERITY,BRAWL,Foe,Fist Based. Roll 1 Chance Dice to apply Burn 2 to the foe.
Fire Spin,fire,SPECIAL,2,SPECIAL,,DEXTERITY,CHANNEL,Foe,Blocks. Roll 2 Dice of Damage against the foe at the end of each Round. Lasts 4 Rounds. -2 Accuracy.
Flame Burst,fire,SPECIAL,3,SPECIAL,,DEXTERITY,CHANNEL,Foe,After dealing damage. the user may roll 1 Dice of Damage against two othe Targets.
Flame Charge,fire,PHYSICAL,2,STRENGTH,,DEXTERITY,BRAWL,Foe,Increase the User's Dexterity.
Flame Wheel,fire,PHYSICAL,2,STRENGTH,,DEXTERITY,BRAWL,Foe,Roll 1 Chance Dice to Burn the foe.
Flamethrower,fire,SPECIAL,3,SPECIAL,,DEXTERITY,CHANNEL,Foe,Roll 1 Chance Dice to Apply Burn 2 to the foe.
Flare Blitz,fire,PHYSICAL,5,STRENGTH,,STRENGTH,BRAWL,Foe,Recoil. Roll 1 Chance Dice to Apply Burn 3 to the foe.
Fusion Flare,fire,SPECIAL,4,SPECIAL,,SPECIAL,CHANNEL,Foe,"Lethal. If the Move “Fusion Bolt” has already been used by anyone this Round, add 4 Extra Dice to the Damage Pool of this Move"
Heat Crash,fire,PHYSICAL,2,STRENGTH,,STRENGTH,BRAWL,Foe,Add 1 Extra Dice to the Damage Pool for every 50 kgs. of weight above the target's weight. up to +4 Extra Dice.
Heat Wave,fire,SPECIAL,3,SPECIAL,,DEXTERITY,CHANNEL,All Foes,Target all foes in Range. Roll 1 Chance Dice to Burn those affected. -1 Accuracy.
Incinerate,fire,SPECIAL,2,SPECIAL,,DEXTERITY,CHANNEL,All Foes,Destroy the held Berries of those affected.
Inferno,fire,SPECIAL,4,SPECIAL,,DEXTERITY,CHANNEL,Foe,Lethal. Apply Burn 3 to the Foe. -3 Accuracy.
Lava Plume,fire,SPECIAL,3,SPECIAL,,DEXTERITY,CHANNEL,Area,Roll 3 Chance Dice to Burn those affected.
Magma Storm,fire,SPECIAL,4,SPECIAL,,SPECIAL,CHANNEL,Foe,Blocks. Roll 3 Damage Dice at the end of each Round. Lasts 4 Rounds.
Mind Blown,fire,SPECIAL,6,SPECIAL,,INSIGHT,CHANNEL,Area,Area Attack. Recoil.
Mystical Fire,fire,SPECIAL,2,SPECIAL,,DEXTERITY,CHANNEL,Foe,Reduce Foe's Special.
Overheat,fire,SPECIAL,6,SPECIAL,,SPECIAL,CHANNEL,Foe,Lethal. Reduce User's Special by 2. -1 Accuracy.
Pyro Ball,fire,PHYSICAL,5,STRENGTH,,STRENGTH,CHANNEL,Foe,Roll 1 Chance Dice to Apply Burn 2 to the Foe. -1 Accuracy.
Sacred Fire,fire,PHYSICAL,4,STRENGTH,,DEXTERITY,CHANNEL,Foe,Lethal. Roll 5 Chance Dice to Apply Burn 3 to the Foe.
Searing Shot,fire,SPECIAL,5,SPECIAL,,SPECIAL,CHANNEL,All Foes,Lethal. All Foes in Range. Roll 3 Chance Dice to Apply Burn 2 those Affected.
Shell Trap,fire,SPECIAL,6,SPECIAL,,DEXTERITY,STEALTH,Foe,Low Priority 3. This Move strikes the next time the user is hit with a Non-Ranged Physical attack.
Sizzly Slide,fire,PHYSICAL,3,STRENGTH,,DEXTERITY,BRAWL,Foe,"If the user of this Move is at its Final Stage of Evolution, this move fails. Burn the Foe."
Sunny Day,fire,SUPPORT,0,,,SPECIAL,NATURE,Battlefield,Sunny Weather is activated for the next 4 Rounds.
V-Create,fire,PHYSICAL,7,STRENGTH,,STRENGTH,BRAWL,Foe,"Reduce the user's Dexterity, Defense and Sp. Defense."
Will-O-Wisp,fire,SUPPORT,0,,,DEXTERITY,CHANNEL,Foe,Burn the Foe. -2 Accuracy.
Acrobatics,flying,PHYSICAL,4,STRENGTH,,DEXTERITY,BRAWL,Foe,If the User has a Held Item. remove 2 Dice from the Damage Roll.
Aerial Ace,flying,PHYSICAL,2,STRENGTH,,DEXTERITY,BRAWL,Foe,Never Fail.
Aeroblast,flying,SPECIAL,4,SPECIAL,,SPECIAL,CHANNEL,Foe,Lethal. High Critical.
Air Cutter,flying,SPECIAL,2,SPECIAL,,DEXTERITY,CHANNEL,All Foes,Target all foes in Range. High Critical.
Air Slash,flying,SPECIAL,3,SPECIAL,,DEXTERITY,CHANNEL,Foe,Roll 3 Chance Dice to Flinch the foe.
Beak Blast,flying,PHYSICAL,4,STRENGTH,,DEXTERITY,BRAWL,Foe,Ranged. Charge Move. Low Priority 3. If the User is hit by a Non Ranged Physical Attack while this move is charging. Apply Burn 2 to the foe.
Bounce,flying,PHYSICAL,3,STRENGTH,,DEXTERITY,BRAWL,Foe,Charge Move. While charging this Move. the user will be out of range. Roll 3 Chance Dice to Paralyze the foe.
Brave Bird,flying,PHYSICAL,5,STRENGTH,,STRENGTH,BRAWL,Foe,Recoil.
Chatter,flying,SPECIAL,2,SPECIAL,,INSIGHT,PERFORM,Foe,Roll 3 Chance Dice to Confuse the foe. Sound based move.
Defog,flying,SUPPORT,0,,,INSIGHT,NATURE,Battlefield,Remove all Barriers (ie. Light Screen. Reflect) and any Entry Hazard and Evasion Modifier on the battlefield.
Dragon Ascent,flying,PHYSICAL,5,STRENGTH,,STRENGTH,BRAWL,Foe,Lethal. Reduce the user's Defense and Sp. Defense.
Drill Peck,flying,PHYSICAL,3,STRENGTH,,DEXTERITY,BRAWL,Foe,Lethal.
Feather Dance,flying,SUPPORT,0,,,BEAUTY,PERFORM,Foe,Reduce the foe's Strength by 2.
Floaty Fall,flying,PHYSICAL,3,STRENGTH,,DEXTERITY,BRAWL,Foe,"Roll 3 Chance Dice to Flinch the Foe. If the user of this Move is at its Final Stage of Evolution, this move fails."
Fly,flying,PHYSICAL,3,STRENGTH,,DEXTERITY,BRAWL,Foe,Charge Move. While charging this move. the User will be out of range. with the exception of the attacks Hurricane and Thunder.
Gust,flying,SPECIAL,2,SPECIAL,,DEXTERITY,CHANNEL,Foe,-
Hurricane,flying,SPECIAL,5,SPECIAL,,SPECIAL,CHANNEL,Foe,Lethal. Roll 3 Chance Dice to Confuse the Foe. If Rain Weather in effect ignore this moves reduced accuracy. -2 Accuracy.
Mirror Move,flying,SUPPORT,0,,,WILL,CHANNEL,Foe,Copies the last Damaging Move the foe has performed.
Oblivion Wing,flying,SPECIAL,4,SPECIAL,,SPECIAL,CHANNEL,Foe,Lethal. High Critical.
Peck,flying,PHYSICAL,2,STRENGTH,,DEXTERITY,BRAWL,Foe,-
Pluck,flying,PHYSICAL,2,STRENGTH,,DEXTERITY,BRAWL,Foe,Never Fail. If the Target is holding a Berry. the User eats it and gains its effects.
Roost,flying,SUPPORT,0,,,INSIGHT,NATURE,User,Basic Heal. Until the User's next action this Pokémon will be vulnerable to Ground Type moves.
Sky Attack,flying,PHYSICAL,6,STRENGTH,,STRENGTH,BRAWL,Foe,Lethal. High Critical. Charge Move. Roll 3 Chance Dice to Flinch the foe. -1 Accuracy.
Sky Drop,flying,PHYSICAL,2,STRENGTH,,DEXTERITY,BRAWL,Foe,Charge Move. While charging this move the Target is flinched. Flying Type Pokémon are immune to the Damage of this move. Lifting a target is restricted by the Strength of the User.
Tailwind,flying,SUPPORT,0,,,INSIGHT,NATURE,Battlefield,For the Next 4 Rounds. Increase the Dexterity of the User and All Allies in the field by 2.
Wing Attack,flying,PHYSICAL,2,STRENGTH,,DEXTERITY,BRAWL,Foe,-
Astonish,ghost,PHYSICAL,1,STRENGTH,,DEXTERITY,BRAWL,Foe,Roll 3 Chance Dice to Flinch the foe.
Confuse Ray,ghost,SUPPORT,0,,,INSIGHT,NATURE,Foe,Confuse the foe.
Curse,ghost,SUPPORT,0,,,WILL,CHANNEL,Foe,Roll half the user's HP as damage dice to itself. Ignoring Defenses. The target will remove 1 success from all their rolls until the Curse is lifted.
Curse (Non-Ghost User),ghost,SUPPORT,0,,,WILL,CHANNEL,User,Increase the User's Strength and Defend. Reduce the User's Dexterity. This effect is only for Pokémon who are not Ghost-Type.
Destiny Bond,ghost,SUPPORT,0,,,WILL,CHANNEL,User,If the user faints this Round due to Combat damage. the Pokémon that dealt the damage will faint at the same time.
Grudge,ghost,SUPPORT,0,,,WILL,CHANNEL,Foe,The User Faints. The foe gets its Will depleted and any effects gained from spending them. The Foe must roll Loyalty at the end of every Round to keep battling. Each Round 1 more success is required.
Hex,ghost,SPECIAL,2,SPECIAL,,DEXTERITY,CHANNEL,Foe,If the Target is affected by a Status Ailment add 2 Extra Dice to the Damage Pool.
Lick,ghost,PHYSICAL,1,STRENGTH,,DEXTERITY,BRAWL,Foe,Roll 3 Chance Dice to Paralyze the Foe.
Moongeist Beam,ghost,SPECIAL,4,SPECIAL,,SPECIAL,CHANNEL,Foe,"Lethal. If anything on the foe's side would prevent this move from dealing damage (Pokémon Type, Abilities, Shield Moves, Weather or Barriers) ignore it. This Move cannot be Clashed."
Night Shade,ghost,SPECIAL,0,,,INSIGHT,CHANNEL,Foe,Roll Damage Dice according to the User's Rank. 1 Dice at Starter Rank. 2 Dice at Beginner Rank.  3 dice at Amateur Rank.  4 Dice at Ace Rank.  5 Dice at Professional Rank. Ignores Defense.
Nightmare,ghost,SUPPORT,0,,,WILL,CHANNEL,Foe,Will only work if the Target is asleep. Deal 1 Damage to the foe. Deal 1 Damage again at the beginning of each Round if the target is still asleep.
Ominous Wind,ghost,SPECIAL,2,SPECIAL,,DEXTERITY,CHANNEL,Foe,Roll 1 Chance Dice to Increase the User's Strength. Dexterity. Special. Defense. and Sp. Defense.
Phantom Force,ghost,PHYSICAL,3,STRENGTH,,STRENGTH,BRAWL,Foe,Charge Move. While charging this Move. other Moves will not affect the user. If the Target made a Shielding Action the shield is destroyed and won't have any effect.
Shadow Ball,ghost,SPECIAL,3,SPECIAL,,DEXTERITY,CHANNEL,Foe,Roll 1 Chance Dice to Reduce foe's Sp. Defense.
Shadow Bone,ghost,PHYSICAL,3,STRENGTH,,DEXTERITY,BRAWL,Foe,Roll 2 Chance Dice to Reduce the Foe's Defense.
Shadow Claw,ghost,PHYSICAL,3,STRENGTH,,DEXTERITY,BRAWL,Foe,High Critical.
Shadow Force,ghost,PHYSICAL,5,STRENGTH,,STRENGTH,BRAWL,Foe,"Lethal. Charge Move. While charging this Move, other Move will not affect the user. If the Target made a Shielding Action, the shield is destroyed and won't have any effect. Damage dealt by this Move cannot be healed for 24 hrs"
Shadow Punch,ghost,PHYSICAL,2,STRENGTH,,DEXTERITY,BRAWL,Foe,Fist Based. Never Fail.
Shadow Sneak,ghost,PHYSICAL,2,STRENGTH,,DEXTERITY,BRAWL,Foe,Priority 1.
Spectral Thief,ghost,PHYSICAL,3,STRENGTH,,DEXTERITY,BRAWL,Foe,"If successful, BEFORE the user deals damage with this Move, steal all Attribute Increases the foe may have. Reduced Attributes on the foe remain."
Spirit Shackle,ghost,PHYSICAL,3,STRENGTH,,DEXTERITY,BRAWL,Foe,Blocks.
Spite,ghost,SUPPORT,0,,,WILL,INTIMIDATE,Foe,Reduce Target's Will to 1 point temporarily. Reset any effects it got from spending Will Points.
Trick-or-Treat,ghost,SUPPORT,0,,,WILL,ALLURE,Foe,Add the Ghost type to Target's Type. (ie. Meowth will now by Normal/Ghost Charizard will now be Fire/Flying/Ghost) If the Pokémon already has a third type attached. replace it.
Absorb,grass,SPECIAL,1,SPECIAL,,DEXTERITY,CHANNEL,Foe,The user restores HP equal to half the damage dealth rounded down.
Apple Acid,grass,SPECIAL,3,SPECIAL,,DEXTERITY,CHANNEL,Foe,Reduce the Foe's Sp. Defense.
Aromatherapy,grass,SUPPORT,0,,,INSIGHT,NATURE,User and Allies,Cure User and Allies from Burn. Freeze. Paralysis. Poison or Sleep.
Branch Poke,grass,PHYSICAL,2,STRENGTH,,DEXTERITY,BRAWL,Foe,-
Bullet Seed,grass,PHYSICAL,1,STRENGTH,,DEXTERITY,BRAWL,Foe,Ranged. Successive Actions.
Cotton Guard,grass,SUPPORT,0,,,INSIGHT,CHANNEL,Foe,Increase the User's Defense by 3.
Cotton Spore,grass,SUPPORT,0,,,INSIGHT,CHANNEL,Foe,Reduce foe's Dexterity by 2.
Drum Beating,grass,PHYSICAL,3,STRENGTH,,DEXTERITY,PERFORM,Foe,Reduce the Foe's Dexterity
Energy Ball,grass,SPECIAL,3,SPECIAL,,DEXTERITY,CHANNEL,Foe,Roll 1 Chance Dice to Reduce foe's Sp. Defense.
Forest's Curse,grass,SUPPORT,0,,,WILL,NATURE,Foe,Add the Grass Type to the Target's Type (ie. Nidoran will now be Poison/Grass Heracross will now be Bug/Fight/Grass). If the Pokémon already has a third type attached. replace it.
Frenzy Plant,grass,SPECIAL,6,SPECIAL,,SPECIAL,CHANNEL,Foe,Must Recharge. -1 Accuracy.
Giga Drain,grass,SPECIAL,3,SPECIAL,,DEXTERITY,CHANNEL,Foe,Ther user restores HP equal to half the damage dealt. rounded down.
Grass Knot,grass,SPECIAL,1,SPECIAL,,DEXTERITY,CHANNEL,Foe,Add 1 Extra Dice to the Damage Pool for every 50 kgs. of weight on the foe. up to +4 Extra Dice.
Grass Pledge,grass,SPECIAL,2,SPECIAL,,DEXTERITY,CHANNEL,Battlefield,Reduce the Dexterity of those affected.
Grass Whistle,grass,SUPPORT,0,,,SPECIAL,PERFORM,Foe,Sound Based. Put the Target to Sleep. -3 Accuracy.
Grassy Terrain,grass,SUPPORT,0,,,SPECIAL,NATURE,Battlefield,For the next 4 Rounds. User and Allies on the ground Restore 1 HP at the end of each round. Add 1 Extra Dice to the Damage Rolls of Grass Type Moves.
Grav Apple,grass,PHYSICAL,3,STRENGTH,,DEXTERITY,CHANNEL,Foe,Ranged. Reduce the Foe's Defense.
Horn Leech,grass,PHYSICAL,3,STRENGTH,,DEXTERITY,BRAWL,Foe,The User restores HP equal to half the damage dealt. rounded down.
Ingrain,grass,SUPPORT,0,,,SPECIAL,NATURE,User,User Heals 1 HP at the end of every Round. While this move is active the User cannot flee or switch out from battle.
Leaf Blade,grass,PHYSICAL,3,STRENGTH,,DEXTERITY,BRAWL,Foe,Lethal. High Critical.
Leaf Storm,grass,SPECIAL,6,SPECIAL,,SPECIAL,CHANNEL,Foe,Reduce the User's Special by 2. -1 Accuracy.
Leaf Tornado,grass,SPECIAL,2,SPECIAL,,DEXTERITY,CHANNEL,Foe,Roll 5 Chance Dice to Reduce the Foe's Accuracy. -1 Accuracy.
Leafage,grass,PHYSICAL,2,STRENGTH,,DEXTERITY,BRAWL,Foe,Ranged.
Leech Seed,grass,SUPPORT,0,,,SPECIAL,NATURE,Foe,If successful spend 1 Will point to activate. At the end of each Round Roll 1 Dice of Damage to the foe. User heals for 1 HP for every damage dealt this way. Grass Type Pokemon are immune to this Move. -1 Accuracy.
Magical Leaf,grass,SPECIAL,2,SPECIAL,,DEXTERITY,CHANNEL,Foe,Never Fail.
Mega Drain,grass,SPECIAL,2,SPECIAL,,DEXTERITY,CHANNEL,Foe,The user restores HP equal to half the damage dealt. rounded down.
Needle Arm,grass,PHYSICAL,2,STRENGTH,,DEXTERITY,BRAWL,Foe,Roll 3 Chance Dice to Flinch the Foe.
Petal Blizzard,grass,PHYSICAL,3,STRENGTH,,DEXTERITY,BRAWL,Area,-
Petal Dance,grass,SPECIAL,5,SPECIAL,,SPECIAL,CHANNEL,Random Foe,Rampage.
Power Whip,grass,PHYSICAL,5,STRENGTH,,DEXTERITY,BRAWL,Foe, -2 Accuracy.
Razor Leaf,grass,PHYSICAL,2,STRENGTH,,DEXTERITY,BRAWL,All Foes,Ranged. High Critical.
Sappy Seed,grass,PHYSICAL,3,STRENGTH,,SPECIAL,BRAWL,Foe,"At the end of the Round, Roll 1 Die of Damage to the foe, Restore 1 HP to the user for every damage dealt this way. If the user of this Move is at its Final Stage of Evolution, this move fails. -1 Accuracy."
Seed Bomb,grass,PHYSICAL,3,STRENGTH,,DEXTERITY,BRAWL,Foe,Ranged.
Seed Flare,grass,SPECIAL,5,SPECIAL,,SPECIAL,CHANNEL,Foe,Lethal. Roll 4 Chance Dice to Reduce the foe's Sp. Defense by 2.
Sleep Powder,grass,SUPPORT,0,,,SPECIAL,NATURE,Foe,Put the Target to Sleep. -2 Accuracy.
Snap Trap,grass,PHYSICAL,2,STRENGTH,,DEXTERITY,STEALTH,Foe,Target is Blocked for the Next 4 Rounds.
Solar Beam,grass,SPECIAL,5,SPECIAL,,SPECIAL,CHANNEL,Foe,Charge Move. If there is a Sunny Weather. you skip this Move's Charge action. If performed under Rain. Sandstorm or Hail Weather. this Move takes two actions to Charge.
Solar Blade,grass,PHYSICAL,5,STRENGTH,,STRENGTH,BRAWL,Foe,Charge Move. If there is a Sunny Weather. you skip this Move's Charge action. If performed under Rain. Sandstorm or Hail Weather. this Move takes two actions to Charge.
Spiky Shield,grass,SUPPORT,0,,,DEXTERITY,BRAWL,User,Priority 3. Shield. Reduce 3 Damage Dice from the next attack and deal 2 Damage Dice to the attacker if it used a physical non-ranged Move.
Spore,grass,SUPPORT,0,,,SPECIAL,NATURE,Foe,Put the Target to Sleep.
Strength Sap,grass,SUPPORT,0,,,INSIGHT,NATURE,Foe,Reduce Foe's Strength. User Heals HP equal to the Foe's Current Strength Score. Healing in-battle limitations apply.
Stun Spore,grass,SUPPORT,0,,,SPECIAL,NATURE,Foe,Paralyze the Foe. -2 Accuracy.
Synthesis,grass,SUPPORT,0,,,SPECIAL,NATURE,User,Basic Heal. If Successful spend 1 Will point to activate. If performed under Sunny weather this Move is a Complete Heal. If Rain/Sandstorm Weather is in effect this move only heals 1 HP.
Trop Kick,grass,PHYSICAL,3,STRENGTH,,DEXTERITY,BRAWL,Foe,Reduce Foe's Strength.
Vine Whip,grass,PHYSICAL,2,STRENGTH,,DEXTERITY,BRAWL,Foe,-
Wood Hammer,grass,PHYSICAL,5,STRENGTH,,STRENGTH,BRAWL,Foe,Recoil.
Worry Seed,grass,SUPPORT,0,,,SPECIAL,NATURE,Foe,"Until the end of the Scene. Target's Ability is now ""Insomnia""."
Bone Club,ground,PHYSICAL,2,STRENGTH,,DEXTERITY,BRAWL,Foe,Roll 2 Chance Dice to Flinch the Foe. -2 Accuracy.
Bone Rush,ground,PHYSICAL,1,STRENGTH,,DEXTERITY,BRAWL,Foe,Successive Actions. -1 Accuracy.
Bonemerang,ground,PHYSICAL,2,STRENGTH,,DEXTERITY,BRAWL,Foe,Ranged. Double Action. -1 Accuracy.
Bulldoze,ground,PHYSICAL,2,STRENGTH,,DEXTERITY,BRAWL,Area,Reduce the Dexterity of those affected.
Dig,ground,PHYSICAL,3,STRENGTH,,DEXTERITY,BRAWL,Foe,Charge Move. While charging this move. the User will be out of range. Can be hit by Earthquake. Magnitude or a similar move.
Drill Run,ground,PHYSICAL,3,STRENGTH,,DEXTERITY,BRAWL,Foe,High Critical.
Earth Power,ground,SPECIAL,3,SPECIAL,,DEXTERITY,CHANNEL,Foe,Roll 1 Chance Dice to Reduce the foe's Sp. Defense.
Earthquake,ground,PHYSICAL,4,STRENGTH,,DEXTERITY,BRAWL,Area,Area Attack. Ranged.
Fissure,ground,PHYSICAL,0,,,STRENGTH,BRAWL,Foe,Ranged. Deal damage to the Target equal to their remaining HP. -5 Accuracy.
High Horsepower,ground,PHYSICAL,3,STRENGTH,,DEXTERITY,BRAWL,Foe,-
Land's Wrath,ground,PHYSICAL,3,STRENGTH,,STRENGTH,CHANNEL,All Foes,Lethal. Ranged. All Foes in Range.
Magnitude,ground,PHYSICAL,0,STRENGTH,,DEXTERITY,BRAWL,Area,Ranged. 1 Dice to determine this Move's Power
Mud Bomb,ground,SPECIAL,2,SPECIAL,,DEXTERITY,CHANNEL,Foe,Roll 3 Chance Dice to Reduce the Foe's Accuracy. -2 Accuracy.
Mud Shot,ground,SPECIAL,2,SPECIAL,,DEXTERITY,CHANNEL,Foe,Reduce the Foe's Dexterity.
Mud Slap,ground,SPECIAL,1,SPECIAL,,DEXTERITY,CHANNEL,Foe,Reduce the foe's Accuracy.
Mud Sport,ground,SUPPORT,0,,,SPECIAL,NATURE,Battlefield,For the next 4 Rounds Electric Type attacks won't add their Power to the Damage Pool.
Precipice Blades,ground,PHYSICAL,5,STRENGTH,,STRENGTH,CHANNEL,All Foes,Lethal. Ranged. -2 Accuracy.
Rototiller,ground,SUPPORT,0,,,SPECIAL,NATURE,Battlefield,Increase the Strength and Special of all Grass Type Pokémon in the battlefield.
Sand Attack,ground,SUPPORT,0,,,DEXTERITY,CHANNEL,Foe,Reduce the foe's Accuracy.
Sand Tomb,ground,PHYSICAL,2,STRENGTH,,DEXTERITY,BRAWL,Foe,Ranged. Block. Roll 2 Dice of Damage against the foe at the end of every Round. Lasts 4 Rounds. - 2 Accuracy.
Shore Up,ground,SUPPORT,0,,,INSIGHT,NATURE,User,Basic Heal. If performed under Sandstorm weather. this move is a Complete Heal.
Spikes,ground,SUPPORT,0,,,SPECIAL,NATURE,Battlefield,Foe Pokémon that enters the battlefield will lose 1 HP. this effect does not stack. Pokémon with the Levitate ability and Flying Type Pokémon are immune to this effect. Entry Hazard.
Stomping Tantrum,ground,PHYSICAL,3,STRENGTH,,DEXTERITY,BRAWL,Foe,Add 2 Extra Dice to the Damage Pool of this move is the User failed the Accuracy Roll of the last Move it performed.
Thousand Arrows,ground,PHYSICAL,3,STRENGTH,,STRENGTH,CHANNEL,All Foes,"Lethal. Ranged. All Foes in Range. If successful, Flying and Levitating Pokémon can be hit by Ground-Type Moves for the rest of the scene."
Thousand Waves,ground,PHYSICAL,3,STRENGTH,,SPECIAL,BRAWL,All Foes,Blocks. Ranged. All Foes in Range.
Aurora Beam,ice,SPECIAL,2,SPECIAL,,DEXTERITY,CHANNEL,Foe,Roll 1 Chance Dice to Reduce foe's Strength.
Aurora Veil,ice,SUPPORT,0,,,SPECIAL,CHANNEL,User and Allies,User and Allies will receive 1 less Damage from both Physical and Special Attacks. This move will fail if not performed under Hail Weather. Lasts until Hail Weather is over.
Avalanche,ice,PHYSICAL,2,STRENGTH,,DEXTERITY,BRAWL,Foe,Low Priority 4. If the user received damage from the target this Round. Add 2 Extra Dice to the Damage Pool.
Blizzard,ice,SPECIAL,5,SPECIAL,,SPECIAL,CHANNEL,All Foes,Roll 1 Chance Dice to Freeze those affected. If performed under Hail Weather Ignore this moves Reduced Accuracy and the Move can't be evaded. If performed under Sunny Weather Accuracy becomes -3 instead. -2 Accuracy.
Freeze Dry,ice,SPECIAL,3,SPECIAL,,DEXTERITY,CHANNEL,Foe,Water type Pokémon are dealt 2 Extra Damage.
Freeze Shock,ice,PHYSICAL,6,STRENGTH,,SPECIAL,CHANNEL,Foe,Lethal. Ranged. Charge Move. Roll 3 Chance Dice to Paralyze the Foe. -1 Accuracy.
Freezy Frost,ice,SPECIAL,3,SPECIAL,,SPECIAL,CHANNEL,Foe,"If successful, remove all Increased or Reduced Attributes and Traits the Foe may have. If the user of this Move is at its Final Stage of Evolution, this move fails. -1 Accuracy."
Frost Breath,ice,SPECIAL,2,SPECIAL,,DEXTERITY,CHANNEL,Foe,This Move is always a Critical Hit and it gets the proper bonus for it. -1 Accuracy.
Glaciate,ice,SPECIAL,2,SPECIAL,,DEXTERITY,CHANNEL,All Foes,Lethal. All Foes in Range. Reduce the Dexterity of those affected.
Hail,ice,SUPPORT,0,,,SPECIAL,NATURE,Battlefield,Hail Weather is activated for the next 4 Rounds.
Haze,ice,SUPPORT,0,,,SPECIAL,NATURE,Battlefield,Remove all Increased or Reduced Attributes and Traits on everyone on the Battlefield.
Ice Ball,ice,PHYSICAL,1,STRENGTH,,DEXTERITY,BRAWL,Foe,Successive Actions. Add 1 Extra Dice to the Damage Roll of the last Ice Ball hit the user performes. If the Pokémon used Defense Curl this Round. add 1 Extra Dice to the Damage Roll of every hit. -1 Accuracy.
Ice Beam,ice,SPECIAL,3,SPECIAL,,DEXTERITY,CHANNEL,Foe,Roll 1 Chance Dice to Freeze the Foe.
Ice Burn,ice,SPECIAL,6,SPECIAL,,SPECIAL,CHANNEL,Foe,Lethal. Ranged. Charge Move. Roll 3 Chance Dice to Burn the Foe. -1 Accuracy.
Ice Fang,ice,PHYSICAL,2,STRENGTH,,DEXTERITY,BRAWL,Foe,Roll 2 Chance Dice to Flinch the foe. Roll 2 Chance Dice to Freeze the foe. -1 Accuracy.
Ice Hammer,ice,PHYSICAL,4,STRENGTH,,STRENGTH,BRAWL,Foe,Reduce User's Dexterity. -1 Accuracy.
Ice Punch,ice,PHYSICAL,3,STRENGTH,,DEXTERITY,BRAWL,Foe,Fist Based. Roll 1 Chance Dice to Freeze the foe.
Ice Shard,ice,PHYSICAL,2,STRENGTH,,DEXTERITY,BRAWL,Foe,Ranged. Priority 1.
Icicle Crash,ice,PHYSICAL,3,STRENGTH,,DEXTERITY,BRAWL,Foe,Roll 3 Chance Dice to Flinch the Foe. -1 Accuracy.
Icicle Spear,ice,PHYSICAL,1,STRENGTH,,DEXTERITY,BRAWL,Foe,Ranged. Successive Actions.
Icy Wind,ice,SPECIAL,2,SPECIAL,,DEXTERITY,CHANNEL,All Foes,Reduce Dexterity of those affected.
Mist,ice,SUPPORT,0,,,SPECIAL,NATURE,User and Allies,For the next 4 Rounds. the User and Allies cannot have their Attributes or Traits reduced.
